age,gender,driving_experience,vehicle_age,vehicle_type,annual_mileage,credit_score,previous_claims,traffic_violations,coverage_type,deductible,claim_filed,premium
48,Male,15,12,Sedan,13998,824,1,0,Standard,1000,0,2008.9789429981877
68,Female,34,5,Sports Car,16465,665,0,1,Basic,1000,1,2430.6910661350694
68,Female,25,4,Sedan,25371,456,0,0,Standard,1000,1,2585.8988764821856
53,Male,17,16,Hatchback,20616,379,0,0,Premium,500,1,1920.2213338025638
53,Female,28,6,Sedan,24717,572,1,0,Premium,500,0,2801.486576100903
43,Male,22,5,Sedan,24124,817,1,0,Standard,500,1,2323.8801945256378
60,Female,13,1,Sedan,17717,531,0,0,Basic,1000,0,2109.0801566369123
44,Male,14,10,Truck,20425,459,0,1,Premium,500,1,2442.272522470157
22,Male,48,6,SUV,9901,643,1,1,Premium,2000,0,1705.8864166845797
37,Male,32,7,Truck,16842,588,0,0,Basic,500,0,2018.7819004021137
28,Male,24,4,Truck,10708,504,0,0,Premium,1000,1,2131.1797470892257
79,Female,20,17,Hatchback,7082,604,0,0,Premium,5000,1,1430.5759236442202
27,Female,16,15,Truck,26036,659,1,0,Basic,500,1,2791.0344343677216
57,Female,22,13,Sedan,25970,699,0,0,Standard,1000,0,2061.5494254584187
55,Female,42,11,Truck,14795,748,0,0,Standard,1000,0,1790.27497457999
23,Male,16,16,Hatchback,17541,405,0,0,Standard,1000,1,1942.4223759298663
25,Male,13,4,Hatchback,5260,381,0,0,Basic,1000,0,1987.834897751717
40,Female,28,13,Sedan,25180,641,0,0,Basic,500,0,2035.4002503799531
64,Female,19,5,Sports Car,18567,720,0,0,Basic,500,1,2632.1366416454916
43,Female,29,14,Sedan,10982,348,0,0,Standard,5000,0,1768.0705134398713
63,Female,18,6,Sedan,5500,505,0,0,Premium,2000,0,1809.5404122811046
60,Female,38,13,Truck,6015,517,0,0,Standard,500,0,1333.2940753785972
29,Male,12,17,Hatchback,15525,735,0,0,Basic,1000,1,1674.0551859776665
43,Male,17,0,Sports Car,29489,621,0,0,Premium,500,0,3102.797842028885
30,Male,22,5,Hatchback,29048,530,0,1,Basic,500,1,2886.2219592923293
57,Female,45,2,Sedan,8963,786,0,1,Premium,500,0,1633.0601545964614
79,Female,32,4,Sedan,26702,728,1,0,Standard,2000,0,2462.3226508427088
35,Female,38,11,Sports Car,16866,583,0,0,Standard,1000,0,2604.26251260517
42,Female,39,10,SUV,17247,785,0,0,Standard,2000,0,2012.9856761017422
50,Male,17,12,Hatchback,7706,575,0,0,Basic,1000,1,1535.1667320571505
64,Male,8,15,SUV,20272,732,0,0,Standard,2000,0,2619.3982552241514
57,Female,32,17,SUV,27519,484,1,0,Basic,500,0,3404.4223947984656
77,Male,31,16,SUV,27165,515,0,0,Standard,1000,0,3156.7124431124985
60,Male,16,16,Sedan,7099,396,0,0,Standard,1000,0,1799.1256517788324
29,Female,18,10,Hatchback,11386,418,0,0,Standard,500,0,2072.899838757575
61,Female,26,19,SUV,10338,664,0,0,Premium,2000,0,1581.720520611099
53,Female,5,9,SUV,23949,702,0,2,Basic,500,1,2483.317223733986
65,Female,34,15,Truck,13300,696,0,0,Standard,5000,0,1923.5168430923682
21,Female,36,1,SUV,26400,757,1,0,Premium,2000,0,2799.331818367228
22,Female,33,16,Truck,29641,617,0,1,Basic,1000,0,2873.1159784942524
73,Male,19,19,Sedan,24465,681,0,0,Premium,5000,0,2325.488103709941
54,Male,24,9,Sedan,9297,441,0,0,Basic,500,0,1623.48491391274
25,Female,3,12,Hatchback,27297,756,0,0,Standard,1000,0,2137.690736995107
59,Male,9,11,Truck,24332,800,0,0,Premium,2000,0,2338.366796659604
66,Female,9,14,SUV,13405,622,0,1,Premium,5000,0,2204.609764247956
45,Female,23,6,Sports Car,27595,567,1,0,Basic,500,1,3502.6242270711527
48,Female,20,12,Hatchback,20094,786,0,0,Basic,2000,0,1815.959554879812
75,Female,10,11,Sedan,20201,459,1,0,Premium,1000,1,2576.337688408208
26,Male,26,11,Sedan,17614,313,0,0,Premium,2000,0,2246.430465071736
71,Female,15,1,SUV,18361,454,0,0,Standard,500,0,2304.121431040487
68,Male,25,4,Sedan,6040,400,0,0,Basic,1000,0,1891.7053077361197
46,Female,29,1,Sedan,17810,342,0,0,Standard,500,0,2172.2441504400745
31,Female,48,19,Hatchback,12988,492,1,0,Basic,1000,0,2465.309734643845
57,Female,15,12,Sedan,28857,610,1,2,Premium,2000,0,3032.5189366184377
58,Male,6,2,Truck,12559,764,1,0,Standard,1000,1,1809.5304272233168
39,Female,15,10,SUV,22371,462,0,0,Standard,1000,0,2655.8290609135993
28,Female,34,15,Sports Car,24579,650,0,2,Basic,1000,1,2624.8778278862746
40,Female,15,0,Sports Car,26483,533,1,0,Standard,500,1,3334.761548506504
18,Male,39,18,SUV,5503,702,0,0,Standard,1000,0,1000.27696963719
63,Male,11,10,Sedan,10344,650,0,0,Standard,500,0,1424.9114659837683
54,Male,34,8,Sedan,13947,466,2,0,Premium,1000,1,2490.0507265236965
38,Female,48,13,Truck,14533,447,0,0,Standard,1000,0,1959.547971312027
43,Male,20,8,Sedan,19808,327,0,0,Basic,500,1,2606.363892533299
63,Female,49,6,Sedan,13148,558,0,1,Standard,1000,0,2123.101622400264
53,Male,42,15,Hatchback,19155,741,1,0,Standard,2000,0,2303.0960329179998
71,Male,35,2,Hatchback,27394,826,0,0,Basic,1000,1,2369.541459467337
40,Female,47,18,SUV,20193,510,1,0,Basic,1000,1,2798.238826131788
74,Male,16,3,Sedan,6381,842,1,0,Basic,1000,1,1482.9693830487638
18,Female,31,6,Truck,26986,744,1,0,Standard,2000,1,2669.797636923185
71,Female,40,11,Truck,12012,752,0,2,Basic,1000,1,2159.5830283278556
72,Male,5,17,Sedan,20213,703,0,0,Premium,1000,1,2061.1868805624918
68,Female,23,4,Sedan,20212,365,0,0,Standard,2000,0,2612.381418408744
57,Female,26,9,Truck,18808,704,0,0,Standard,500,0,1901.490292364888
32,Male,19,11,Hatchback,15711,734,0,0,Standard,500,0,2059.472578683571
38,Male,24,7,Truck,25110,527,0,1,Standard,1000,1,2876.8713442880303
64,Female,1,18,Sedan,20173,775,0,0,Standard,2000,0,1977.6943722799322
26,Male,8,14,SUV,23271,767,0,2,Basic,500,0,2819.419569880233
70,Female,27,0,Sports Car,14515,400,1,0,Standard,500,1,2886.4993774745567
26,Female,37,2,Sedan,25193,722,1,0,Basic,500,0,2651.7160926646775
27,Male,2,17,Sedan,16939,655,1,0,Premium,1000,0,1638.1324304802479
69,Male,19,17,Sedan,7131,438,0,0,Basic,2000,0,1456.643457917185
74,Male,5,1,SUV,7424,430,0,0,Standard,5000,0,1834.7062260006992
70,Male,38,4,SUV,16576,848,0,0,Standard,500,0,2098.85076083607
43,Female,32,0,Truck,26823,767,0,0,Basic,500,0,2470.3947331478425
58,Female,0,9,Truck,26858,779,0,0,Basic,2000,0,2265.64867187736
52,Male,36,19,Hatchback,14200,410,0,0,Standard,500,1,2177.7318013639097
69,Male,5,9,Truck,22701,452,0,1,Premium,1000,1,2173.8757755861184
42,Female,44,4,Sedan,28031,541,0,0,Standard,500,0,2430.0435812574538
43,Female,33,17,SUV,8216,578,0,0,Premium,500,1,1811.7655367813472
28,Female,46,14,SUV,17826,662,0,0,Basic,1000,0,2511.324940421313
55,Female,14,19,Sedan,5016,707,0,0,Basic,1000,0,1436.1701434999443
19,Male,44,7,Hatchback,9670,474,1,0,Standard,1000,0,1887.6503243350817
24,Female,25,16,Sedan,7623,434,1,0,Basic,1000,1,2199.5489129319444
35,Female,13,11,SUV,18350,805,1,0,Standard,1000,0,2124.1566656441064
44,Male,6,11,Sports Car,21513,593,0,0,Standard,2000,1,2731.0875599582705
51,Female,45,0,SUV,19450,794,0,0,Premium,2000,0,2229.0047926422176
44,Female,30,3,Sports Car,6473,718,0,0,Basic,500,0,1848.0202485086004
34,Male,23,7,SUV,14260,505,0,0,Basic,1000,0,2296.522029005036
60,Male,30,0,Sedan,9311,617,1,0,Premium,2000,1,1596.3013733433897
76,Male,28,14,Sedan,24279,372,0,0,Basic,2000,1,2663.1092320227094
61,Female,41,17,Hatchback,7736,558,2,0,Standard,500,0,2113.6151688442988
76,Female,31,0,Sedan,26482,657,1,0,Standard,1000,1,2779.887995954251
68,Male,16,10,Sedan,6946,447,0,0,Basic,1000,0,1820.7391753957277
71,Male,13,1,SUV,26943,524,0,0,Basic,1000,0,2726.0458729572333
41,Female,39,0,Sedan,20740,404,1,0,Basic,1000,0,2302.0819266496437
42,Male,35,11,SUV,21684,655,0,0,Basic,500,0,2499.5316001064243
24,Male,47,15,Sports Car,14176,837,0,0,Standard,2000,1,1969.532783390663
69,Male,23,9,Truck,16883,560,0,0,Basic,1000,0,2366.5084212430384
23,Female,44,17,Truck,9501,369,0,0,Basic,500,1,1702.6493765445057
70,Female,26,14,Sedan,16618,746,0,0,Standard,5000,0,1966.8204444614285
41,Female,24,16,SUV,29736,746,0,0,Premium,500,0,2564.392709678319
50,Female,31,9,Sedan,10914,556,0,0,Premium,500,0,1940.1814851370966
66,Female,17,2,Sedan,27055,830,0,0,Premium,2000,0,2594.185346150084
46,Female,45,15,SUV,29601,418,2,0,Standard,1000,1,3292.8674197898135
60,Male,17,5,Sedan,5082,365,0,0,Basic,1000,0,1377.1548523293932
39,Female,36,2,Sports Car,13364,544,1,0,Standard,1000,1,2509.6646903932383
43,Female,25,8,Truck,22382,356,0,0,Basic,500,1,1949.8931396619187
45,Male,8,10,Hatchback,10804,343,0,1,Standard,500,1,1821.9989354964744
67,Female,34,12,Truck,28321,823,0,1,Basic,500,1,2822.4456460700426
38,Female,7,17,Sedan,24525,723,0,0,Standard,500,1,1887.2951872515514
66,Male,19,3,SUV,24266,835,0,0,Basic,2000,0,2317.6495033851256
24,Male,41,7,Sedan,17293,694,0,0,Basic,5000,0,1874.116296602069
34,Male,21,12,SUV,28746,749,0,0,Standard,1000,0,2662.126024337504
37,Female,18,9,Sedan,17812,556,1,0,Standard,500,0,2224.7011286850434
58,Male,29,1,Sedan,8084,660,0,0,Basic,500,0,1667.2973381944578
66,Female,27,7,SUV,7045,679,0,0,Premium,1000,0,1714.6724415360277
37,Female,34,5,Truck,21588,742,0,0,Basic,2000,0,1886.7828348169116
71,Female,42,15,Truck,18184,833,0,0,Premium,2000,0,1890.0942445168198
39,Female,10,17,SUV,19375,773,0,0,Standard,500,0,2050.522755839213
45,Male,30,16,SUV,26668,456,0,0,Standard,500,0,2930.7354549132665
78,Male,48,5,SUV,6552,388,0,0,Premium,500,0,2133.7126344784683
57,Female,47,12,Sports Car,12816,501,0,0,Premium,2000,0,2541.3771844966827
66,Male,38,13,Sedan,5824,761,2,0,Basic,1000,0,2023.7651601537937
24,Female,35,9,Truck,8748,780,1,1,Basic,1000,0,1746.6383823609958
18,Female,29,10,Sports Car,10578,753,1,0,Basic,5000,1,1886.9170037302408
49,Female,22,12,Sedan,27296,769,0,0,Standard,5000,1,2220.2205869711997
30,Male,18,11,Sedan,28774,679,0,0,Standard,1000,0,2585.1311075951703
47,Female,11,8,Sedan,10197,700,1,0,Standard,500,0,1696.0655524364001
40,Female,14,3,SUV,14030,378,0,0,Basic,500,0,2224.8081756512283
68,Male,30,6,Truck,26079,685,1,0,Standard,500,1,2426.037585142869
76,Male,42,1,SUV,28152,642,0,0,Standard,1000,0,2507.755835445895
73,Male,36,6,SUV,25067,744,0,0,Standard,1000,0,2693.88720122294
36,Male,36,8,Hatchback,23345,351,3,0,Standard,1000,0,3440.286411858604
79,Female,14,4,Sedan,5937,550,0,1,Standard,500,1,1662.6640688495431
49,Male,28,14,Sedan,12595,628,0,0,Standard,2000,0,1503.9253292518074
47,Female,49,17,SUV,5424,793,0,0,Premium,1000,0,1643.8357383842601
46,Male,42,3,Truck,16502,649,0,0,Basic,500,0,2137.9725138652852
66,Male,25,18,Sports Car,8051,758,0,0,Standard,2000,0,2134.592864009203
62,Male,43,19,SUV,7905,797,2,0,Basic,5000,0,2384.2993791292
46,Male,1,6,Hatchback,17238,424,0,1,Basic,1000,0,2545.001578352887
47,Male,19,7,Truck,7694,503,0,0,Premium,500,0,1849.8625287788946
33,Male,14,16,Sedan,8595,320,0,0,Standard,500,1,1983.802314551055
57,Female,3,12,Truck,6267,661,0,1,Premium,500,0,1555.693613463679
36,Male,21,10,Sedan,5421,660,0,0,Premium,2000,0,1299.31438924846
35,Male,49,0,Sports Car,24650,415,1,1,Basic,1000,1,3501.627367559697
18,Male,37,1,Sedan,12017,354,0,0,Premium,1000,0,1990.2191148104976
31,Male,22,16,Sports Car,14849,591,1,0,Basic,2000,1,2613.362541940992
68,Female,25,4,SUV,23484,350,0,0,Basic,5000,0,2794.5793699107703
64,Male,10,5,Hatchback,28513,553,1,0,Standard,1000,1,2964.0464210122045
67,Male,27,6,SUV,21349,791,1,0,Basic,2000,1,2581.5151252105175
19,Male,1,14,Sports Car,29479,524,0,0,Premium,1000,1,3265.5735225158205
71,Male,7,18,Sedan,17131,768,1,0,Standard,1000,1,2153.8521834345465
45,Female,28,15,Hatchback,13876,402,0,0,Basic,2000,0,2061.559503144193
66,Male,10,12,Truck,7226,347,0,0,Basic,1000,0,1453.9549739975496
67,Female,36,4,Sedan,9388,641,0,0,Standard,500,0,1342.9359302965634
47,Male,17,2,Hatchback,7422,532,0,0,Basic,1000,1,1380.734507539545
55,Female,49,2,SUV,12226,527,2,0,Basic,2000,0,2798.002685060813
68,Female,13,18,Sports Car,14269,821,1,1,Standard,5000,1,2572.8234290002047
21,Male,9,13,Truck,17177,312,0,0,Premium,1000,0,2206.460985567105
18,Male,34,15,Sedan,17032,798,0,0,Basic,1000,0,1830.9856466273854
25,Female,8,16,Hatchback,16508,744,0,1,Basic,500,1,1775.531377669897
46,Female,34,3,SUV,12316,639,0,0,Basic,1000,0,1782.4175755069289
72,Male,10,12,Sedan,7843,623,0,0,Basic,1000,0,1404.5146743999437
56,Female,43,7,Hatchback,9111,456,0,0,Basic,500,0,1404.5317468942171
20,Female,11,18,Truck,17463,730,1,0,Basic,500,1,2156.1612970667156
49,Female,2,4,Sedan,27043,706,1,0,Standard,1000,1,2623.042644520789
27,Male,38,1,Sedan,18778,457,0,0,Basic,1000,0,2170.476180521356
27,Female,13,14,Truck,23287,484,0,0,Basic,1000,1,2757.41018244314
36,Female,27,1,Sedan,9224,790,1,0,Premium,5000,0,1739.980961624842
63,Female,10,10,Hatchback,9979,835,0,0,Standard,1000,1,1679.8052400461338
51,Male,38,12,Truck,26747,656,0,0,Basic,500,1,2416.2026418140786
77,Male,24,9,SUV,21809,661,0,0,Standard,2000,0,2381.9886100693216
50,Female,20,2,SUV,7401,523,0,1,Standard,1000,1,1587.4050356724174
40,Male,9,4,SUV,13941,503,0,0,Standard,500,1,2092.5718084546693
72,Female,42,2,SUV,20685,307,1,0,Premium,1000,1,2724.231234654537
45,Male,14,5,Truck,20963,771,0,0,Basic,500,1,1828.678806262255
49,Male,18,12,Hatchback,28632,471,1,1,Standard,1000,1,3032.2682426561237
67,Female,47,9,Sports Car,21427,395,1,0,Premium,1000,1,3265.182602260296
24,Male,21,18,SUV,27682,605,1,0,Standard,5000,0,2766.4046835752106
46,Male,20,7,Sedan,26426,557,0,0,Premium,1000,0,2358.6727097246603
25,Male,43,17,Sports Car,22943,773,0,1,Standard,500,1,2893.766651527168
18,Female,31,2,Sports Car,11035,599,0,0,Premium,500,1,1946.4632132511201
74,Male,49,16,Sports Car,12071,764,0,1,Premium,1000,1,2381.9574249350603
72,Male,22,7,Sedan,25578,627,1,0,Standard,500,1,2384.4671745713576
20,Female,12,9,Hatchback,25335,409,1,0,Basic,1000,1,3126.565761274712
41,Male,4,1,SUV,21531,428,1,0,Premium,1000,1,2486.5013656736346
40,Male,3,11,Truck,7170,436,0,0,Premium,1000,0,1651.811359397644
76,Male,27,5,Truck,29687,838,0,0,Basic,2000,0,2272.471402971777
78,Male,13,1,Sports Car,10118,463,1,0,Basic,1000,1,2440.850571067095
25,Male,7,2,SUV,28539,648,0,1,Premium,1000,1,3210.793337001909
71,Female,8,16,Sports Car,12297,762,0,0,Standard,1000,1,2045.947311616028
74,Female,34,6,Sedan,9163,803,0,0,Standard,2000,0,1228.3757898540875
64,Male,36,4,Truck,13026,450,1,0,Premium,5000,0,2277.0127147311127
54,Male,20,0,Sedan,14019,545,0,0,Standard,5000,0,1929.520618186738
20,Male,17,7,SUV,14944,409,0,0,Premium,5000,1,2155.1277799607565
68,Female,32,11,Sedan,29451,574,0,0,Standard,5000,0,2714.3325105487534
50,Female,7,13,Truck,7939,366,0,0,Premium,2000,1,1629.6225705926427
45,Male,48,15,Sports Car,10727,349,0,0,Standard,1000,0,2568.140429574724
64,Male,16,9,Sports Car,16920,814,1,0,Premium,500,1,2233.0245931109725
25,Female,42,14,Sports Car,29448,525,0,0,Standard,2000,0,3285.484496243357
51,Male,30,14,Truck,8616,805,1,0,Standard,2000,0,1683.7250597395962
52,Female,33,9,Sedan,10405,454,1,0,Basic,2000,0,2051.315774946687
49,Female,5,6,Sports Car,28669,779,0,0,Standard,1000,0,2710.0151226653115
41,Male,21,2,Sports Car,15469,410,0,2,Standard,2000,0,2668.1150507562215
31,Female,13,1,Sedan,13351,782,0,0,Premium,2000,0,1603.7099452999933
49,Male,2,5,Sedan,16557,573,1,0,Standard,500,0,2127.6658827155684
73,Male,11,8,Sedan,10880,454,2,0,Premium,500,0,2316.349898625705
63,Male,35,9,Sedan,19096,466,1,0,Standard,2000,1,2690.794938490564
60,Male,11,3,SUV,6013,318,0,1,Basic,1000,0,1962.7567954481863
33,Male,44,2,Sedan,13743,644,0,0,Basic,500,0,1624.7803393040376
21,Male,1,8,Sports Car,12391,593,0,1,Basic,1000,1,2122.2693481041133
69,Female,1,16,Sedan,22559,761,4,0,Basic,500,1,2997.1550239928697
54,Female,14,13,Sedan,14355,637,0,0,Basic,2000,0,1559.2913755484333
71,Female,22,9,Hatchback,10247,751,0,0,Standard,500,0,1456.5239794808992
38,Female,28,12,SUV,12518,643,1,0,Standard,1000,1,1878.3427641382025
31,Male,16,11,Sedan,11290,384,2,0,Standard,1000,0,2221.4578495652036
48,Female,31,0,Sports Car,6308,688,0,0,Basic,2000,0,1857.348085186302
72,Female,6,18,Sedan,14684,526,0,0,Basic,2000,1,2124.833390920014
65,Female,29,18,Sedan,17723,585,1,0,Basic,500,1,2596.2187228739203
35,Male,27,5,Sedan,9827,583,0,0,Standard,2000,0,1750.167797322414
24,Female,13,12,Hatchback,26648,408,1,0,Basic,1000,0,2767.8079085009185
27,Male,43,18,Truck,23161,434,0,1,Basic,500,0,2855.1138152897884
24,Female,29,12,Truck,5059,590,0,0,Basic,1000,1,1708.906340980403
50,Male,16,3,Hatchback,11986,807,0,0,Standard,2000,0,1857.2464086474768
40,Male,31,1,Hatchback,15643,328,0,0,Standard,1000,0,2269.8189068085417
38,Female,45,14,Truck,20216,693,2,0,Basic,5000,0,2897.836006583642
36,Male,5,11,Sports Car,12860,326,1,0,Basic,1000,0,2791.919468680305
65,Male,23,6,SUV,18425,766,1,0,Basic,1000,1,2108.111547485433
78,Female,5,19,Sedan,18806,312,0,0,Standard,500,1,2399.1587364164525
36,Female,26,17,Sports Car,19950,744,0,0,Premium,2000,0,2571.7654547565903
53,Female,17,12,Sports Car,29911,523,1,1,Basic,1000,1,3571.4053273415034
46,Male,23,16,Hatchback,6592,762,0,0,Basic,1000,0,1234.7930422697423
77,Male,36,3,SUV,25764,320,0,0,Basic,2000,1,2763.7500569007275
35,Male,23,13,Sports Car,19464,686,0,0,Standard,1000,1,2045.4492925364414
19,Female,37,19,Sports Car,11097,625,0,0,Premium,2000,0,1525.5332643217964
18,Male,33,12,Sedan,11458,766,0,0,Basic,1000,0,1568.9409993898637
64,Male,39,2,Sports Car,14151,821,0,1,Standard,1000,1,2258.5042099759075
22,Male,46,17,SUV,27101,524,0,1,Standard,500,1,2874.8034882341744
37,Male,14,13,SUV,9166,774,0,0,Premium,1000,0,1589.0675863453114
28,Male,10,14,SUV,11488,757,0,0,Standard,1000,0,1467.0995715502029
59,Male,21,2,Sedan,29541,512,0,1,Basic,1000,1,3075.143374238649
19,Male,23,0,SUV,26803,780,0,0,Standard,1000,1,2460.1134289540278
20,Female,0,16,Sports Car,15415,479,0,0,Premium,500,1,2558.3753040972238
40,Female,17,2,SUV,17008,837,0,0,Premium,500,0,2238.459090776306
72,Female,43,13,SUV,29718,826,0,0,Standard,2000,0,2627.0518896260955
29,Male,11,2,Sedan,16170,321,0,0,Basic,1000,0,2286.360819060335
37,Male,42,12,Sedan,22430,644,0,0,Basic,500,0,2194.1509340950097
22,Female,27,14,SUV,19516,320,0,0,Standard,1000,0,2632.4223246064485
54,Male,39,17,SUV,14260,707,0,0,Standard,1000,0,2106.30987356581
55,Female,6,13,Sports Car,12636,786,0,0,Standard,500,0,2234.271466392242
47,Male,22,2,Hatchback,9187,827,0,0,Basic,1000,0,1441.544525795887
26,Male,20,18,Sedan,8340,715,0,0,Basic,500,1,1516.5750397861416
51,Female,33,7,Sedan,11177,571,0,0,Standard,500,0,1649.7354105130153
70,Female,10,3,SUV,26157,504,0,0,Basic,1000,0,2893.5424829950307
61,Female,21,3,SUV,20941,597,1,0,Basic,1000,1,2906.4229660788383
52,Female,41,18,Sports Car,8435,407,0,0,Standard,2000,1,2030.542586547155
69,Female,34,10,Truck,12300,451,0,0,Basic,1000,1,2182.2277674778647
75,Male,28,0,Truck,28286,312,0,0,Premium,1000,0,2712.1401703143288
39,Male,41,7,Sedan,17669,378,0,1,Basic,1000,1,2410.1476943705975
61,Male,27,14,Hatchback,27183,468,0,0,Standard,1000,0,2418.5912330419806
41,Female,17,0,Sedan,5965,548,0,0,Basic,5000,0,1153.9464662121186
34,Female,13,6,Sports Car,12444,420,1,0,Basic,5000,1,2864.9536520501097
27,Female,17,19,Sports Car,15626,686,0,0,Premium,2000,0,2253.924674524487
47,Female,27,19,Sports Car,28062,738,0,0,Standard,1000,0,3100.719783862545
73,Female,23,10,Sedan,19610,571,0,0,Basic,5000,0,2254.679173843067
76,Female,7,13,SUV,5500,599,0,0,Basic,500,1,1610.746503007264
63,Male,41,15,SUV,9554,772,0,0,Premium,1000,0,2024.0504116606594
40,Male,44,13,Sedan,21433,457,0,0,Standard,1000,0,2356.9455589010613
49,Male,7,11,Sedan,22371,526,0,0,Basic,500,1,2441.2962191066017
34,Male,3,16,Sports Car,18291,720,0,0,Basic,500,0,2379.8120857668764
67,Male,26,13,SUV,11771,323,0,0,Premium,1000,0,1813.0980638273106
68,Female,35,9,Sports Car,22499,837,2,0,Basic,500,1,3143.171030365227
34,Female,4,13,Sedan,8932,839,0,0,Basic,500,0,1530.8106598358509
31,Female,32,17,Truck,9434,427,0,0,Standard,1000,0,1950.5565068249632
26,Female,48,8,Sedan,8567,393,0,0,Premium,2000,0,1565.8870974777572
57,Female,33,16,Hatchback,6658,720,0,0,Basic,500,1,1017.3983804055802
19,Female,29,5,SUV,15068,571,0,0,Standard,2000,0,2347.809429837003
62,Male,7,7,SUV,19161,783,0,0,Standard,2000,0,2419.3616626539474
42,Female,38,12,Hatchback,12944,304,0,0,Basic,1000,0,1625.6946049524938
56,Female,46,17,Sedan,10800,456,0,0,Premium,500,0,1560.8310512365151
26,Female,25,4,Sedan,25760,351,0,0,Standard,500,1,2477.809758978617
71,Female,36,5,SUV,19408,542,0,0,Basic,1000,1,2181.71580257739
39,Male,33,18,Sedan,13017,719,0,0,Standard,2000,0,1572.2805420268899
60,Male,6,3,SUV,7815,724,0,1,Standard,500,0,1816.2662173042868
63,Female,39,6,Sedan,5970,379,0,0,Standard,2000,0,1744.459693364182
21,Male,27,3,Hatchback,29204,653,0,0,Standard,1000,0,2548.224463615293
43,Male,38,10,Sports Car,18285,592,0,0,Basic,2000,0,2684.308951849874
75,Female,38,11,Sedan,26896,415,1,0,Basic,1000,1,3110.651945878061
46,Female,27,13,Truck,5207,828,0,0,Basic,2000,0,878.8129551330375
62,Female,13,12,SUV,21643,779,0,0,Standard,2000,0,2070.972152541615
51,Female,49,9,SUV,10025,587,1,1,Premium,500,0,2357.8811510503106
40,Female,37,17,SUV,9358,776,0,0,Premium,500,0,1514.1687231233475
54,Male,3,15,Sports Car,21888,324,0,1,Basic,500,0,3016.6678810328417
28,Female,41,4,SUV,17490,730,1,0,Standard,2000,1,2370.797521688416
23,Female,17,7,Sports Car,6759,577,0,2,Premium,1000,1,2307.6127008310395
35,Female,43,13,Sedan,28898,616,0,0,Standard,500,0,2335.405109495064
38,Male,47,4,Hatchback,19301,657,0,0,Basic,1000,0,1912.4826225777251
59,Female,24,7,Truck,19387,575,0,0,Standard,500,1,2444.453881629931
53,Female,6,5,Sedan,29144,643,0,1,Standard,500,0,2733.988863688212
58,Female,37,15,Truck,18667,730,1,0,Basic,500,0,2294.249832080422
55,Male,27,3,Sports Car,8794,738,0,0,Basic,500,1,1969.9268789414969
51,Female,4,11,Sedan,8590,761,0,0,Standard,500,0,1464.6472506754305
34,Female,2,10,Sedan,19698,569,0,0,Standard,1000,0,2517.8970634134735
54,Female,43,2,Sedan,17332,730,0,0,Standard,1000,0,1695.1823743631958
42,Male,30,11,Truck,11970,320,0,0,Premium,500,0,2136.425719505391
55,Female,46,4,Sports Car,14593,442,0,0,Basic,500,1,2564.04033211077
75,Female,41,5,SUV,27669,652,0,0,Basic,2000,0,2603.277233495146
29,Female,19,18,Sedan,8329,764,2,1,Standard,500,1,1865.141202883942
40,Male,18,17,SUV,16036,767,0,0,Standard,500,0,2243.940214789281
